trial,model,task,latency,temperature,id,result,quality,accuracy,variance,consensus,effectiveness,elapsed,strategy,created
Trial_77 1,firefunction-v2,classify a short statement into a category of fakeness,28.0,0.6,Item_2,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'barely-true'.,3.4533111966,0.0,0.4711945585483491,0.8263286507157344,0.2065821626789336,25s,CHEMISTRY,2025-07-28 21:11:36
Trial_77 1,gpt-4o,classify a short statement into a category of fakeness,3.0,0.6,Item_4,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.5952049651,1.0,0.03178845602229034,0.9548910453982687,0.9887227613495672,25s,CHEMISTRY,2025-07-28 21:11:36
Trial_77 2,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,5.0,0.7,Item_0,'Hillary Clinton agrees with John McCain 'by voting to give George Bush the benefit of the doubt on Iran.'' is labeled as 'half-true'.,0.0066163949,0.0,0.24557171024328892,0.027000462798987934,0.02025034709924095,39s,CHEMISTRY,2025-07-28 21:12:03
Trial_77 2,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_4,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'barely-true'.",0.3365187328,0.0,0.007397258395137653,0.831127527903464,0.623345645927598,39s,CHEMISTRY,2025-07-28 21:12:03
Trial_77 2,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,"' Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran."" ' is labeled as 'half-true'.",0.0556352435,0.0,0.09831255733648869,0.38435839331362587,0.2882687949852194,39s,CHEMISTRY,2025-07-28 21:12:03
Trial_77 2,firefunction-v2,classify a short statement into a category of fakeness,36.0,0.6,Item_2,'Hillary Clinton agrees with John McCain by voting to give George Bush the benefit of the doubt on Iran.' is labeled as 'false'.,0.5884352904,0.0,0.021673245406671073,0.7109417024125367,0.5332062768094026,39s,CHEMISTRY,2025-07-28 21:12:03
Trial_77 2,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,6.0,0.7,Item_1,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",0.0476897682,0.0,0.005171905390831746,0.8587954301425792,0.6440965726069344,39s,CHEMISTRY,2025-07-28 21:12:03
Trial_77 3,firefunction-v2,classify a short statement into a category of fakeness,22.0,0.6,Item_2,Health care reform legislation is likely to mandate free sex change surgeries. is labeled as false.,1.0756877807,0.0,7.1037051204305395e-09,0.9998130094040634,0.7498597570530475,19s,CHEMISTRY,2025-07-28 21:12:44
Trial_77 3,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.9101620211,0.0,0.012615257235767166,0.7508130133325013,0.563109759999376,19s,CHEMISTRY,2025-07-28 21:12:44
Trial_77 3,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.9098679322,0.0,1.7175993544739208e-07,0.9990805285745203,0.7493103964308903,19s,CHEMISTRY,2025-07-28 21:12:44
Trial_77 3,gpt-4o,classify a short statement into a category of fakeness,2.0,0.6,Item_4,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.9103849488,0.0,0.01073905533737247,0.7700886861883935,0.5775665146412952,19s,CHEMISTRY,2025-07-28 21:12:44
Trial_77 3,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,0.9103011185,0.0,2.382292736473777e-08,0.9996575675868532,0.7497431756901399,19s,CHEMISTRY,2025-07-28 21:12:44
Trial_77 4,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,9.1354994246,1.0,0.017026361534894056,0.9786923411829294,0.9946730852957324,30s,CHEMISTRY,2025-07-28 21:13:06
Trial_77 4,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,1.2906499819,0.0,0.25508924880893796,0.9175252730977628,0.2293813182744407,30s,CHEMISTRY,2025-07-28 21:13:06
Trial_77 4,gpt-4o,classify a short statement into a category of fakeness,2.0,0.6,Item_4,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,8.388079191,1.0,0.14605096240200657,0.937593903222012,0.984398475805503,30s,CHEMISTRY,2025-07-28 21:13:06
Trial_77 4,firefunction-v2,classify a short statement into a category of fakeness,11.0,0.6,Item_2,The economic turnaround started at the end of my term. is labeled as mostly-true.,1.3517137223,0.0,2.331663987763229,0.750650907890354,0.1876627269725885,30s,CHEMISTRY,2025-07-28 21:13:06
Trial_77 4,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,9.8803870546,1.0,0.14275492436772938,0.938302103472287,0.9845755258680717,30s,CHEMISTRY,2025-07-28 21:13:06
Trial_77 6,firefunction-v2,classify a short statement into a category of fakeness,25.0,0.6,Item_2,Jim Dunnam has not lived in the district he represents for years now. is labeled as mostly-true.,0.0471578853,0.0,0.018681084691444475,0.9660654374496915,0.24151635936242288,23s,CHEMISTRY,2025-07-28 21:14:06
Trial_77 6,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,5.0,0.7,Item_1,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'half-true'.,0.5550122777,0.0,0.01037939054354619,0.9747054395417681,0.24367635988544203,23s,CHEMISTRY,2025-07-28 21:14:06
Trial_77 6,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.0244009785,0.0,0.029461486694144758,0.9573844066445396,0.2393461016611349,23s,CHEMISTRY,2025-07-28 21:14:06
Trial_77 6,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,0.2276911469,0.0,0.12803949316561966,0.9111590521144236,0.2277897630286059,23s,CHEMISTRY,2025-07-28 21:14:06
Trial_77 6,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_4,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'barely-true'.,8.3123170316,1.0,0.011872793720103521,0.9729468605233639,0.993236715130841,23s,CHEMISTRY,2025-07-28 21:14:06
Trial_77 7,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,5.0,0.7,Item_1,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",9.662214191,1.0,0.007241825514998806,0.9800618675390977,0.9950154668847744,25s,CHEMISTRY,2025-07-28 21:14:31
Trial_77 7,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",9.687373288,1.0,0.001487924988059532,0.9909624447093672,0.9977406111773418,25s,CHEMISTRY,2025-07-28 21:14:31
Trial_77 7,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_4,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'barely-true'.",2.794483931,0.0,0.00799207742743576,0.9790545213228828,0.2447636303307207,25s,CHEMISTRY,2025-07-28 21:14:31
Trial_77 7,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,5.0,0.7,Item_0,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",9.6372067818,1.0,0.00030604669034661915,0.9959012229836635,0.9989753057459159,25s,CHEMISTRY,2025-07-28 21:14:31
Trial_77 7,firefunction-v2,classify a short statement into a category of fakeness,27.0,0.6,Item_2,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'true'.",2.9020561563,0.0,0.00614155673693517,0.9816388582779848,0.2454097145694962,25s,CHEMISTRY,2025-07-28 21:14:31
Trial_77 8,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",1.6181531028,0.0,1.6340675179005672e-07,0.9994648524515057,0.7495986393386294,2m 13s,CHEMISTRY,2025-07-28 21:14:58
Trial_77 8,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",1.6181626795,0.0,9.737612346733606e-08,0.9995868908803953,0.7496901681602965,2m 13s,CHEMISTRY,2025-07-28 21:14:58
Trial_77 8,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",1.6185178403,0.0,8.693039725719579e-08,0.9996096767926061,0.7497072575944546,2m 13s,CHEMISTRY,2025-07-28 21:14:58
Trial_77 8,firefunction-v2,classify a short statement into a category of fakeness,14.0,0.6,Item_2,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'mostly-true'.",2.6033614985,0.0,0.11138884590667386,0.5581657342755107,0.41862430070663303,2m 13s,CHEMISTRY,2025-07-28 21:14:58
Trial_77 8,gpt-4o,classify a short statement into a category of fakeness,3.0,0.6,Item_4,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",1.6182707388,0.0,0.11107652244530278,0.5587855991875942,0.41908919939069567,2m 13s,CHEMISTRY,2025-07-28 21:14:58
Trial_77 9,firefunction-v2,classify a short statement into a category of fakeness,24.0,0.6,Item_2,Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs is labeled as mostly-true.,8.7487056881,1.0,5.941904430372136e-08,0.999934272804774,0.9999835682011935,22s,CHEMISTRY,2025-07-28 21:17:14
Trial_77 9,gpt-4o,classify a short statement into a category of fakeness,5.0,0.6,Item_4,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'barely-true'.,0.0,0.0,9.290671493569774e-06,0.9991781249038044,0.2497945312259511,22s,CHEMISTRY,2025-07-28 21:17:14
Trial_77 9,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,0.0002180775,0.0,2.821777587527503e-07,0.9998567668118619,0.24996419170296547,22s,CHEMISTRY,2025-07-28 21:17:14
Trial_77 9,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,0.0014383458,0.0,1.1425611176497474,0.7117814100450415,0.17794535251126037,22s,CHEMISTRY,2025-07-28 21:17:14
Trial_77 9,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,0.0009508504,0.0,0.005522163533093703,0.9799628061073264,0.2449907015268316,22s,CHEMISTRY,2025-07-28 21:17:14
Trial_768 0,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,' Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.0010993093,0.0,2.5404071569233743e-07,0.9996422167711008,0.7497316625783256,24s,CHEMISTRY,2025-07-28 21:17:59
Trial_768 0,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.000912454,0.0,1.6186478020385722e-06,0.999096882004121,0.7493226615030907,24s,CHEMISTRY,2025-07-28 21:17:59
Trial_768 0,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.0008376325,0.0,2.5410224224417367e-07,0.9996421734476602,0.7497316300857451,24s,CHEMISTRY,2025-07-28 21:17:59
Trial_768 0,firefunction-v2,classify a short statement into a category of fakeness,24.0,0.6,Item_2,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,9.4287598138,1.0,0.38936951809934006,0.9000709419303403,0.9750177354825851,21s,CHEMISTRY,2025-07-28 21:17:59
Trial_768 1,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,8.1540794675,1.0,11.303005395051645,0.46159660915379064,0.8653991522884477,21s,CHEMISTRY,2025-07-28 21:18:25
Trial_768 1,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.6716738558,1.0,45.697689096154875,0.0,0.75,21s,CHEMISTRY,2025-07-28 21:18:25
Trial_768 1,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration. is labeled as 'half-true'.,5.6789378101,1.0,81.57197599342071,0.0,0.75,21s,CHEMISTRY,2025-07-28 21:18:25
Trial_768 1,gpt-4o,classify a short statement into a category of fakeness,5.0,0.6,Item_4,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,0.7047504098,1.0,49.387865960086984,0.0,0.75,21s,CHEMISTRY,2025-07-28 21:18:25
Trial_768 1,firefunction-v2,classify a short statement into a category of fakeness,24.0,0.6,Item_2,When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration. is labeled as half-true.,9.4287598138,1.0,0.38936951809934006,0.9000709419303403,0.9750177354825851,21s,CHEMISTRY,2025-07-28 21:18:25
Trial_768 2,firefunction-v2,classify a short statement into a category of fakeness,25.0,0.6,Item_2,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'barely-true'.",2.3182613865,0.0,0.2505865155135314,0.04401699571219664,0.03301274678414748,22s,CHEMISTRY,2025-07-28 21:18:49
Trial_768 2,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,5.0,0.7,Item_1,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",1.490270509,0.0,0.13364629663253447,0.3018483203633815,0.22638624027253612,22s,CHEMISTRY,2025-07-28 21:18:49
Trial_768 2,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""\' is labeled as \'half-true\'.",2.0619517454,0.0,0.03932334650078215,0.6212989076543931,0.46597418074079483,22s,CHEMISTRY,2025-07-28 21:18:49
Trial_768 2,gpt-4o,classify a short statement into a category of fakeness,3.0,0.6,Item_4,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'half-true'.",2.080070945,0.0,0.1873901478995828,0.1733061634286155,0.12997962257146162,22s,CHEMISTRY,2025-07-28 21:18:49
Trial_768 2,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,"'Hillary Clinton agrees with John McCain ""by voting to give George Bush the benefit of the doubt on Iran.""' is labeled as 'false'.",1.3421176151,0.0,0.004509133497090375,0.8717616653844507,0.6538212490383379,22s,CHEMISTRY,2025-07-28 21:18:49
Trial_768 3,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,1.5141249766,0.0,5.426193709138833e-11,0.9999900904325687,0.7499925678244266,18s,CHEMISTRY,2025-07-28 21:19:13
Trial_768 3,gpt-4o,classify a short statement into a category of fakeness,2.0,0.6,Item_4,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,1.5141311557,0.0,2.2729707273855332e-11,0.9999935863689695,0.7499951897767272,18s,CHEMISTRY,2025-07-28 21:19:13
Trial_768 3,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,1.5141245855,0.0,8.117143500464409e-11,0.9999878798313677,0.7499909098735258,18s,CHEMISTRY,2025-07-28 21:19:13
Trial_768 3,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'Health care reform legislation is likely to mandate free sex change surgeries.' is labeled as 'false'.,1.5141348794,0.0,9.808243969355915e-11,0.999986676979982,0.7499900077349865,18s,CHEMISTRY,2025-07-28 21:19:13
Trial_768 3,firefunction-v2,classify a short statement into a category of fakeness,22.0,0.6,Item_2,Health care reform legislation is likely to mandate free sex change surgeries. is labeled as false.,1.5141403771,0.0,4.2303807594409835e-11,0.9999912502271301,0.7499934376703475,18s,CHEMISTRY,2025-07-28 21:19:13
Trial_768 4,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,9.8251409237,1.0,0.00034685161486921296,0.9967820112773983,0.9991955028193495,19s,CHEMISTRY,2025-07-28 21:19:34
Trial_768 4,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,1.0258348627,0.0,0.00034795977797253834,0.9967768747688144,0.2491942186922036,19s,CHEMISTRY,2025-07-28 21:19:34
Trial_768 4,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_4,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,9.8394770401,1.0,0.023119817886306338,0.9737272906218578,0.9934318226554645,19s,CHEMISTRY,2025-07-28 21:19:34
Trial_768 4,firefunction-v2,classify a short statement into a category of fakeness,23.0,0.6,Item_2,'The economic turnaround started at the end of my term.' is labeled as 'mostly-true'.,1.2433194162,0.0,0.04889725146672806,0.9617919493043825,0.24044798732609562,19s,CHEMISTRY,2025-07-28 21:19:34
Trial_768 4,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'The economic turnaround started at the end of my term.' is labeled as 'half-true'.,9.8616451408,1.0,0.046594330309088,0.9627025453626897,0.9906756363406725,19s,CHEMISTRY,2025-07-28 21:19:34
Trial_768 6,firefunction-v2,classify a short statement into a category of fakeness,21.0,0.6,Item_2,Jim Dunnam has not lived in the district he represents for years now. is labeled as barely-true.,9.8242370825,1.0,0.0026933136519165903,0.9880563226199388,0.9970140806549848,18s,CHEMISTRY,2025-07-28 21:22:28
Trial_768 6,gpt-4o,classify a short statement into a category of fakeness,2.0,0.6,Item_4,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,2.9191038956,0.0,0.0007016880329419878,0.993903695761615,0.24847592394040374,18s,CHEMISTRY,2025-07-28 21:22:28
Trial_768 6,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,2.8721630156,0.0,0.02937382042239903,0.9605565571789625,0.24013913929474062,18s,CHEMISTRY,2025-07-28 21:22:28
Trial_768 6,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'half-true'.,2.5408707339,0.0,0.004011985191679667,0.9854227951029955,0.24635569877574887,18s,CHEMISTRY,2025-07-28 21:22:28
Trial_768 6,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'Jim Dunnam has not lived in the district he represents for years now.' is labeled as 'false'.,2.882138009,0.0,0.03553394419000489,0.9566173271787659,0.23915433179469148,18s,CHEMISTRY,2025-07-28 21:22:28
Trial_768 7,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",7.7623109018,1.0,0.07214521715344721,0.9462584382211585,0.9865646095552896,23s,CHEMISTRY,2025-07-28 21:22:49
Trial_768 7,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'false'.",0.3109213147,0.0,0.8043877636073355,0.8205517454019248,0.2051379363504812,23s,CHEMISTRY,2025-07-28 21:22:49
Trial_768 7,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'half-true'.",8.1355922057,1.0,0.09520936648648486,0.9382628824926015,0.9845657206231504,23s,CHEMISTRY,2025-07-28 21:22:49
Trial_768 7,firefunction-v2,classify a short statement into a category of fakeness,26.0,0.6,Item_2,"I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate. is labeled as mostly-true.', 'prediction': 'mostly-true'}",0.054465655,0.0,0.9174321049055204,0.8083567718545442,0.20208919296363606,23s,CHEMISTRY,2025-07-28 21:22:49
Trial_768 7,gpt-4o,classify a short statement into a category of fakeness,5.0,0.6,Item_4,"'I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.' is labeled as 'true'.",0.8592068455,0.0,0.2206438235235937,0.9060163303792789,0.22650408259481972,23s,CHEMISTRY,2025-07-28 21:22:49
Trial_768 8,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",1.2700722424,0.0,0.007856406986061847,0.9706974711625914,0.24267436779064785,22s,CHEMISTRY,2025-07-28 21:23:14
Trial_768 8,firefunction-v2,classify a short statement into a category of fakeness,25.0,0.6,Item_2,"However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific is labeled as mostly-true.",1.4372344635,0.0,0.00854845531278418,0.9694341175679564,0.2423585293919891,22s,CHEMISTRY,2025-07-28 21:23:14
Trial_768 8,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",1.3533193249,0.0,0.003105882871569565,0.9815759267219373,0.24539398168048432,22s,CHEMISTRY,2025-07-28 21:23:14
Trial_768 8,gpt-4o,classify a short statement into a category of fakeness,3.0,0.6,Item_4,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'half-true'.",9.4378,1.0,0.0001788366683360431,0.9955789909828402,0.9988947477457101,22s,CHEMISTRY,2025-07-28 21:23:14
Trial_768 8,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,"'However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.' is labeled as 'true'.",1.3397003851,0.0,0.0031402074204254526,0.9814743999762028,0.2453685999940507,22s,CHEMISTRY,2025-07-28 21:23:14
Trial_768 9,gpt-4o,classify a short statement into a category of fakeness,4.0,0.6,Item_4,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'barely-true'.,2.7909541365,0.0,0.162746180978394,0.8966825354304624,0.2241706338576156,26s,CHEMISTRY,2025-07-28 21:23:39
Trial_768 9,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,2.1323082294,0.0,0.0901310361511152,0.9231125391723397,0.23077813479308493,26s,CHEMISTRY,2025-07-28 21:23:39
Trial_768 9,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'half-true'.,2.7216853198,0.0,0.1787074270945997,0.8917346116683238,0.22293365291708095,26s,CHEMISTRY,2025-07-28 21:23:39
Trial_768 9,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.' is labeled as 'false'.,2.8782019248,0.0,0.3159245812839638,0.8560505379695111,0.21401263449237778,26s,CHEMISTRY,2025-07-28 21:23:39
Trial_768 9,firefunction-v2,classify a short statement into a category of fakeness,28.0,0.6,Item_2,Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs is labeled as mostly-true.,9.9957645817,1.0,0.00022713647267137994,0.9961402268966335,0.9990350567241584,26s,CHEMISTRY,2025-07-28 21:23:39
Trial_541 0,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,4.0,0.7,Item_1,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.0011850235,0.0,4.1854907139629195e-07,0.9995176469010035,0.7496382351757527,22s,CHEMISTRY,2025-07-28 21:24:12
Trial_541 0,gemini-2.0-flash,classify a short statement into a category of fakeness,2.0,0.6,Item_3,' Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.0014276859,0.0,4.1847397072324005e-07,0.9995176901774913,0.7496382676331185,22s,CHEMISTRY,2025-07-28 21:24:12
Trial_541 0,claude-3-5-sonnet-latest,classify a short statement into a category of fakeness,4.0,0.7,Item_0,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.0010872382,0.0,4.516598347231862e-07,0.9994989309046874,0.7496241981785156,22s,CHEMISTRY,2025-07-28 21:24:12
Trial_541 0,gpt-4o,classify a short statement into a category of fakeness,5.0,0.6,Item_2,'Says the Annies List political group supports third-trimester abortions on demand.' is labeled as 'false'.,0.5525575495,0.0,0.007641050454871365,0.8776648588916985,0.6582486441687739,43s,CHEMISTRY,2025-07-28 21:24:12
Trial_541 1,claude-3-7-sonnet-20250219,classify a short statement into a category of fakeness,5.0,0.7,Item_1,'When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration.' is labeled as 'half-true'.,9.89543513,1.0,0.00045578460199875893,0.9951870047938257,0.9987967511984565,1m,CHEMISTRY,2025-07-28 21:24:36
Trial_541 1,firefunction-v2,classify a short statement into a category of fakeness,40.0,0.6,Item_2,When did the decline of coal start? It started when natural gas took off that started to begin in (President George W.) Bushs administration. is labeled as mostly-true.,2.587684404,0.0,0.001883418585530135,0.9902161670160411,0.24755404175401027,1m,CHEMISTRY,2025-07-28 21:24:36
